<<<<<<< HEAD
Selection of zonal-annual-mean climate variables from ERA5 

 Reference for ERA5: Hersbach, H., Bell, B., Berrisford, P., Biavati, G., Horányi, A., Muñoz Sabater, J., Nicolas, J., Peubey, C., Radu, R., Rozum, I., Schepers, D., Simmons, A., Soci, C., Dee, D., Thépaut, J-N. (2023): ERA5 monthly averaged data on single levels from 1940 to present. Copernicus Climate Change Service (C3S) Climate Data Store (CDS), DOI: 10.24381/cds.f17050d7 (Accessed on 28-02-2024) 
 
Latitude	Surface Air Temperature (K)	Precipitation (kg m-2 s-1)	Snowfall (kg m-2 s-1)	Evaporation (kg m-2 s-1)	Incoming Shortwave Radiation TOA (W m-2)	Outgoing Shortwave Radiation TOA (W m-2)	Incoming Shortwave Radiation SFC (W m-2)	Outgoing Shortwave Radiation SFC (W m-2)	Outgoing Longwave Radiation TOA (W m-2)	Incoming Longwave Radiation SFC (W m-2)	Outgoing Longwave Radiation SFC (W m-2)
-8.0	298.23703902938047	4.691010004034519e-05	6.368240347362439e-10	-4.841130373496253e-05	412.0069830291701	-93.35707513998503	238.36734746211232	16.12504155414391	-263.4861326178101	399.55699703384767	455.3908887418011
-7.75	298.29216965806694	4.744086925242419e-05	4.6844130409738316e-11	-4.822114188444169e-05	412.23225105114335	-93.605583211312	238.32503992984283	16.276209260288372	-263.1438199663749	399.9619451269918	455.63403653701266
-7.5	298.3242325602024	4.764453271207698e-05	1.1716025868706555e-11	-4.786477867601064e-05	412.4511132865229	-93.77502008834946	238.29966860861427	16.369756849139286	-262.8229875508393	400.34222254617634	455.7493263349819
-7.25	298.34871329404274	4.817704691634686e-05	1.267834581404489e-10	-4.7618897615617276e-05	412.66290497647464	-93.91758510096778	238.2827201455872	16.443475796273617	-262.51743800005414	400.7305716109357	455.92060905500324
-7.0	298.3733223625194	4.881168121713397e-05	1.0769808411695556e-10	-4.743270456622865e-05	412.8678527116509	-93.96948944004745	238.245920228185	16.40339750595363	-262.20831180161906	401.1037754604787	456.0980450201517
-6.75	298.3879430378524	4.901871728679649e-05	1.3194786124780459e-11	-4.7182279546040724e-05	413.0661529511657	-94.03355208255032	238.21594157053477	16.37525164764235	-261.88253537077065	401.4125372056256	456.161057413269
-6.5	298.3870908788878	4.9066069744380085e-05	0.0	-4.686781543738598e-05	413.25705522655124	-94.16635731598275	238.18696645220479	16.40703169101321	-261.5347722460828	401.6337237812467	456.13183607824675
-6.25	298.37787272658176	4.955778388603225e-05	0.0	-4.6557936239630935e-05	413.44081882780364	-94.31930725615833	238.12910593591704	16.42328510796305	-261.1730982801837	401.7984557418803	456.11003850341143
-6.0	298.378607015584	4.988430166151192e-05	1.7347369690444527e-13	-4.6352851123632286e-05	413.61745176860893	-94.37934153473022	238.035367411197	16.322476763805156	-260.81663360659815	401.99709812952875	456.10768691767277
-5.75	298.41173692917613	5.022578732706156e-05	7.372060352793226e-13	-4.6022546048329356e-05	413.7871577176448	-94.48451613882943	237.9468252384709	16.30528821001302	-260.4752022727937	402.33699619354866	456.2020773522844
-5.5	298.4458775443719	5.0305851073811334e-05	1.9225333953736053e-12	-4.5705148772195176e-05	413.94812752507335	-94.54129040619289	237.83590733122733	16.23987481937274	-260.1528667047621	402.76983174730196	456.40874748586424
-5.25	298.4670712404576	5.066515584563646e-05	6.071007626009886e-13	-4.5383260884253425e-05	414.10361428126487	-94.6465762728159	237.77199466865542	16.26723220791727	-259.8407742638799	403.1729687160355	456.5664561350401
-5.0	298.48123969367606	5.17356411336857e-05	0.0	-4.515075289077236e-05	414.2501632228378	-94.6478449769138	237.75848824087603	16.228693569686325	-259.5178720550636	403.47864703780095	456.5942763568252
-4.75	298.4878238443965	5.2629250440729705e-05	0.0	-4.48766086143374e-05	414.390294707223	-94.69119159147839	237.76785651397253	16.246461968397664	-259.2003833805332	403.70479950967996	456.5697530424043
-4.5	298.4741537049035	5.3185039671040866e-05	0.0	-4.450317054801142e-05	414.5230203498498	-94.76685752248514	237.75959386485175	16.27147477865195	-258.8937935020374	403.8137691156046	456.47989996089325
-4.25	298.438468630949	5.3013503766975653e-05	1.824359205161605e-11	-4.4115553843976554e-05	414.6506614301874	-94.84069305212965	237.71330973159047	16.24902833781287	-258.5918022795577	403.79843189849055	456.24886108313996
-4.0	298.4039441977766	5.191568899660645e-05	4.032374357449293e-11	-4.3690749362457107e-05	414.7683737937489	-94.96591895213442	237.6380019394599	16.256263836566706	-258.30255887479626	403.7578031016519	456.0132824140856
-3.75	298.4010986582775	5.175563122516144e-05	1.9649434666013163e-11	-4.333861837082266e-05	414.88152298985614	-95.1857767706557	237.53257936285587	16.341804998783214	-258.0274767302783	403.7915252598847	455.8700491762948
-3.5	298.39366450083185	5.298551934834871e-05	0.0	-4.316947928260115e-05	414.9849975578511	-95.38917410924347	237.35395521191714	16.3658828672632	-257.7474125560911	403.9430240308745	455.7382544415498
-3.25	298.3801945904186	5.2408428268611516e-05	0.0	-4.282623161556974e-05	415.0824017039324	-95.59566082961078	237.25670718394161	16.475913911184797	-257.4899417875621	404.122787375867	455.5650277988639
-3.0	298.41337058427496	5.1979566374389606e-05	1.0425370976851011e-11	-4.246955936047154e-05	415.17318337720286	-95.38745041918962	237.42952442927796	16.418168395261	-257.3709749491662	404.3944998032049	455.8228769472289
-2.75	298.4203845437114	5.207013790232551e-05	1.7298954051091154e-11	-4.226954286819057e-05	415.2550427163497	-94.96684254251205	237.71158869052078	16.248815416399612	-257.2861300710862	404.61032262650957	455.8774113713594
-2.5	298.4384000652701	5.2014562714032563e-05	1.0657173161660696e-10	-4.2032217955510865e-05	415.3304756830794	-94.47787415459837	237.90736605285286	15.926617970063571	-257.2159317594684	404.81505080365986	456.09627443322955
-2.25	298.45278409620516	5.202786548189162e-05	1.7635788017270853e-10	-4.174228133189044e-05	415.4002146733554	-94.27744515167142	237.92341564272016	15.724968827919335	-257.10606918231105	404.92663171468166	456.2075207078873
-2.0	298.4359857601462	5.2026094070837504e-05	2.5766204662119586e-10	-4.139436570048789e-05	415.46112461580356	-94.37729673040015	237.79952638289478	15.699204739437674	-256.9488042338483	404.92561184721876	456.04534324231076
-1.75	298.3960764176873	5.218449477564457e-05	7.876134451589476e-10	-4.0964666405079946e-05	415.5145695619115	-94.55645107265148	237.64443924114448	15.732934893207679	-256.79088285299514	404.8833051431772	455.7674928199686
-1.5	298.3706386016326	5.229441021926869e-05	1.1547152588965362e-09	-4.0473470668222906e-05	415.56239663183436	-94.69027804083066	237.4946139536565	15.736787921278864	-256.67265627716495	404.8631514009302	455.6154637939559
-1.25	298.34689957315715	5.226946572094598e-05	2.3088227014012115e-10	-4.0128201754871035e-05	415.60192626095125	-94.79244809152921	237.38795714633744	15.762016304871658	-256.56919133307656	404.85152815360254	455.43652640011595
-1.0	298.34370649287143	5.180637180392674e-05	3.357393263842264e-10	-3.9842861613220443e-05	415.6344532087109	-94.72749793755935	237.35842935456887	15.701301318758684	-256.4760305496625	404.90696447947073	455.37456719492934
-0.75	298.36003279265424	5.158799870871691e-05	5.460077333888472e-10	-3.95364073090807e-05	415.65937772376316	-94.37741455606705	237.464088755513	15.491181365965597	-256.4122389000708	405.1119505901855	455.69271979826783
-0.5	298.3800491541454	5.1721289326720685e-05	4.5430844882158467e-10	-3.951231233419163e-05	415.6775390130089	-94.12694556973373	237.5577553272518	15.378482027517606	-256.31926833462967	405.32364744552245	455.92384515509434
-0.25	298.4070543637304	5.176403502575835e-05	2.6682082850665924e-10	-3.959620255204152e-05	415.68759759469077	-94.04531677914039	237.4986852033594	15.300411917690871	-256.1777804729293	405.5299938455355	456.2024561984791
0.0	298.4229999539857	5.169126648858439e-05	5.530972944803308e-11	-3.973018169554473e-05	415.69256258596096	-94.20851688154092	237.2568294510221	15.30244822138061	-255.96622200304336	405.70721911403103	456.364647867593
0.25	298.4217704276027	5.212343578965408e-05	7.805744595054338e-13	-4.0054739309990316e-05	415.6875797397303	-94.67395795731652	236.83312916239058	15.448458123330868	-255.6880198672147	405.8787877053834	456.37613474714817
0.5	298.41721317154105	5.299066315836094e-05	1.7353087346901495e-13	-4.051277182002333e-05	415.6769030138561	-95.43083198241345	236.19902127773014	15.697205924606795	-255.35277806262974	406.10877135061287	456.3888029331944
0.75	298.43311709400916	5.365342229146584e-05	2.427584134446892e-12	-4.103090830643469e-05	415.657978221205	-96.28375262313352	235.3324278530305	15.832674087305312	-254.9676733909673	406.44093064668687	456.5651075104874
1.0	298.46690398207136	5.4788159848133344e-05	0.0	-4.1472274413571746e-05	415.63490082891883	-96.88986950278735	234.40016216960603	15.660437545664	-254.57349638686517	406.86036901163783	456.94061987553863
1.25	298.5227693554683	5.5537841923538875e-05	0.0	-4.1947479484217965e-05	415.60134202938156	-97.21713039525797	233.82096798224185	15.551562487573088	-254.26668334958308	407.3942927271687	457.5564251558949
1.5	298.59688498143146	5.601346873829217e-05	0.0	-4.234820230027141e-05	415.5603493757117	-97.43077983422016	233.37346504548654	15.459448682362803	-253.9865914725563	407.9602032517413	458.24893489269317
1.75	298.6478027440972	5.664729353932777e-05	0.0	-4.2669184272967444e-05	415.5137941173843	-97.78270153724411	232.78727936262933	15.379714762021285	-253.62145606112205	408.43590499903615	458.723863712727
2.0	298.67145290196635	5.763932075233579e-05	0.0	-4.2951312101170296e-05	415.459589808979	-98.45244047005419	231.91913664102847	15.3610466440642	-253.15000984962168	408.7814085438266	458.99875906257336
2.25	298.68327971973247	5.921213700635017e-05	0.0	-4.3106058274046914e-05	415.397600419984	-99.30474831416494	230.91405594079114	15.403772847397775	-252.62771561859472	409.05861649981557	459.17103857720315
2.5	298.7107566841735	6.068172076443541e-05	0.0	-4.31925240224631e-05	415.32860588215027	-100.08750740824463	229.94449513638472	15.416668214465034	-252.11567282301695	409.37209640360857	459.4452535914189
2.75	298.75795511625876	6.166591732463424e-05	7.467296220907936e-12	-4.329898816130699e-05	415.2541386978054	-100.69013782557191	229.0892097195335	15.360112712481953	-251.6272574168692	409.7372097901326	459.8215906774504
3.0	298.7989521363069	6.30971486324564e-05	1.4465820232962057e-11	-4.3376238531722714e-05	415.1712716759231	-101.21020976627719	228.29352457007786	15.2810143974276	-251.14167929067295	410.0859484024212	460.16728065448405
3.25	298.8266942274471	6.507189302072555e-05	0.0	-4.3387899876041755e-05	415.08147609126274	-101.71263196235257	227.4969402977305	15.180638072854334	-250.63389320573123	410.34926325910845	460.4272361455738
3.5	298.8399759167183	6.670371892664646e-05	0.0	-4.331258754054922e-05	414.98388510826635	-102.31168136877014	226.68480241570163	15.157694323585899	-250.09354461065277	410.4830024617433	460.598993496801
3.75	298.83790379867884	6.823973234913135e-05	4.681644773046004e-13	-4.327620055221807e-05	414.8792347491224	-102.94608464755181	225.88268307369418	15.17700357123826	-249.54911802440247	410.5258376449547	460.5498503168484
4.0	298.84865205992054	6.913808741299335e-05	2.0603101030524143e-11	-4.318061311297128e-05	414.7665109818923	-103.56975796050608	225.12674652374412	15.228767779774639	-249.0482186000829	410.59881858909614	460.6754011160267
4.25	298.856162641311	7.058102061094061e-05	1.2802542903197867e-11	-4.3166715272764486e-05	414.64642348505805	-104.16484492336598	224.40760359041076	15.286867721172014	-248.57883319229666	410.64879091071197	460.7359823671033
4.5	298.8592895342959	7.191013248327672e-05	9.540481564098792e-13	-4.3147347944105127e-05	414.52086598950643	-104.76282433135714	223.7259615462499	15.389204608205874	-248.14752125195437	410.6889405114395	460.7735991778161
4.75	298.86179893488276	7.339347489513806e-05	1.0407850048621018e-12	-4.311680512523127e-05	414.38821593887036	-105.33220070982063	223.08645460316393	15.513922233897366	-247.75549251179328	410.71657200002153	460.7920794651796
5.0	298.8655040573773	7.48211945836231e-05	1.6741125469668895e-10	-4.317403787542073e-05	414.24700646592976	-105.84588640073125	222.50750710770032	15.649409294502165	-247.40357623688215	410.7113178312644	460.75603169724957
5.25	298.8727351642415	7.548095996353382e-05	0.0	-4.328823213696107e-05	414.1003072532773	-106.23068065613624	222.1010014871025	15.81149219059291	-247.1091976537776	410.6615246282691	460.7373817164346
5.5	298.86659143697204	7.61096675168119e-05	0.0	-4.3368340462753844e-05	413.9444682536661	-106.25573515075786	221.9676434793971	15.8507281773208	-246.87908521462285	410.52785666743614	460.73075470070813
5.75	298.86855194979853	7.670999018812908e-05	0.0	-4.327207924054719e-05	413.78366636267657	-106.10882023257463	222.00895413292972	15.875019903238197	-246.73244097326477	410.3710301779996	460.86198488817496
6.0	298.8696678426076	7.750403175101427e-05	2.4760034626108773e-12	-4.339490992705395e-05	413.6127861864374	-105.87683014422839	222.07313410975394	15.86037161150033	-246.65575094447848	410.19824520754213	460.8888038260174
6.25	298.89483607708894	7.766941969587975e-05	1.1750337340664297e-12	-4.3401032192358154e-05	413.43647929767906	-105.88292402505455	222.12974488735344	16.11468596585112	-246.67365985581694	410.08059473331684	461.00485319020487
6.5	298.9116906406144	7.794085085303335e-05	9.90272903770547e-11	-4.3473700524007036e-05	413.2523823058858	-105.80034245502263	222.17579078944783	16.283885849954068	-246.75408349103697	409.9360134387683	461.0772069812824
6.75	298.9095781973255	7.815766548747114e-05	1.4216381844590585e-10	-4.3639729405892816e-05	413.06211776246994	-105.58146319842383	222.2580682207456	16.345014645535922	-246.86403905073135	409.7009494596314	461.02165052888904
7.0	298.9110609386923	7.783905774343106e-05	1.0055051278970278e-10	-4.375807570681325e-05	412.86447399269593	-105.27726518363566	222.42092093351545	16.38986321949586	-247.02507925758914	409.4064834907551	461.0130875435373
7.25	298.9325036590061	7.750945512632589e-05	5.6346665179015915e-12	-4.384785913195676e-05	412.65955163069304	-104.93117808300322	222.6946812437905	16.49478088076361	-247.27114870033952	409.0815637442107	461.08899799167716
7.5	298.9642523008558	7.695342450736365e-05	0.0	-4.3963721309919365e-05	412.44706069677227	-104.48968573702032	223.10874667237627	16.63880883595854	-247.62034025498122	408.73354729360096	461.17071073234695
7.75	298.98960167546824	7.573628092359802e-05	1.3168334586045742e-12	-4.4131161089960776e-05	412.22763278946326	-103.90229994137444	223.67090450043358	16.779050616310876	-248.0671592840443	408.36908873500136	461.2445652544007
8.0	299.0035089936573	7.442881091221037e-05	0.0	-4.413759682131078e-05	412.0019659127416	-103.26389838190336	224.3120035944572	16.946044203210104	-248.580163803503	407.949605609113	461.1859990724986
8.25	299.02191426340465	7.353351486309462e-05	0.0	-4.411472799677731e-05	411.7676235787993	-102.68375381298684	224.98386809157793	17.216328676328423	-249.14201566947355	407.5078767727221	461.17558515648926
8.5	299.02903101209506	7.220040089809828e-05	0.0	-4.4118834831789554e-05	411.52604614496556	-102.08677160133735	225.69747823538944	17.513970739251928	-249.74470020469295	407.03097091249987	461.15053642525373
8.75	299.03290383411513	7.090380005184931e-05	3.958309956771819e-11	-4.421239702839472e-05	411.278759929487	-101.3574960175579	226.44587703473897	17.702420782070103	-250.39264962939737	406.5168486777858	461.16401315876954
9.0	299.03783953276536	6.99087985893e-05	6.5148858964121824e-12	-4.436342439598217e-05	411.022851983549	-100.47279877719133	227.24743406898423	17.770894123847395	-251.07926786462218	405.95504102613495	461.2135003822253
9.25	299.03837127885134	6.841661351602146e-05	0.0	-4.4533446945800725e-05	410.76208685590075	-99.56487410426446	228.1273867045512	17.879410148338028	-251.8094485772712	405.3487142555304	461.1880253571952
9.5	299.0429812493436	6.613146266660692e-05	0.0	-4.460758202793844e-05	410.4920852755744	-98.67131735220588	229.03737970973498	18.041177273866133	-252.61483773391947	404.7595083897309	461.18451555809685
9.75	299.06442715955495	6.404611777933437e-05	0.0	-4.466230889831512e-05	410.2161120393305	-97.70356207849412	229.94592793889356	18.141346466586498	-253.5138438850064	404.2325494693024	461.29376458403607
10.0	299.0767428965838	6.207869068482719e-05	0.0	-4.489842773512333e-05	409.9324226536436	-96.69851527158353	230.83496786564962	18.19018936146106	-254.44566894233589	403.705409427398	461.22674968520903
10.25	299.0977166951608	6.0235695998256324e-05	0.0	-4.494346184736582e-05	409.6431349480112	-96.05509685306926	231.7223407084664	18.589250987575134	-255.37498377847393	403.22939265850835	461.2309727795555
10.5	299.1230339574735	5.8388129128464686e-05	0.0	-4.5024175340871e-05	409.34463080834394	-95.24022121958393	232.4511574857118	18.641919317533844	-256.2605459469318	402.78467398481604	461.180085053548
10.75	299.11812907568384	5.664295660263023e-05	2.505070460293596e-11	-4.535736735101917e-05	409.04015340471057	-94.24809730501008	233.1522703878591	18.483796966732246	-257.1370582521415	402.32197545906826	460.973109299021
11.0	299.1691945043575	5.4648812644561584e-05	1.5952486532391703e-11	-4.581096313209325e-05	408.7286688189151	-93.18805038162688	234.03729901355604	18.437271698797506	-258.14255711432344	401.93849921629646	461.1682757082478
11.25	299.2230814454648	5.2881460647948196e-05	0.0	-4.636443987666978e-05	408.40928009324693	-91.98176162750129	234.99716655084436	18.324348692957226	-259.1804981518879	401.54650673993433	461.367853793064
11.5	299.23606503383496	5.134688007860406e-05	0.0	-4.6856482757909786e-05	408.08396540456874	-90.91726282000171	235.9107416137516	18.321407031212747	-260.16496271147656	401.0766367879009	461.29366351088345
11.75	299.22682145403144	4.9703799602865015e-05	2.639583769439457e-13	-4.708273090255369e-05	407.75120909327404	-90.247391118754	236.6682509338062	18.58439674672473	-261.09100446347804	400.55959149864924	461.1558850500241
12.0	299.22892269445623	4.8076561783881606e-05	5.0173357612559e-13	-4.713298425015724e-05	407.4121352935456	-89.88240254035706	237.2255209936522	18.98026527534189	-261.9696931514938	400.0221501118932	461.09733324818313
12.25	299.24018249353514	4.6416165942359074e-05	0.0	-4.7049225827755716e-05	407.0655455815959	-89.64901171780075	237.71798582408462	19.45801691798118	-262.81475843781965	399.47584632294513	461.0660649653195
12.5	299.2527567380332	4.470469861472159e-05	0.0	-4.6961358474221423e-05	406.7123295888877	-89.42390439202887	238.25223744464478	19.99273698461631	-263.65070328431835	398.9655609020873	461.1502120941567
12.75	299.25724358207924	4.341380404303435e-05	0.0	-4.697549673642857e-05	406.3507076117875	-89.17776324948147	238.7739361885103	20.502453945480415	-264.4349492528739	398.4265844675903	461.14261229410386
13.0	299.239369318464	4.252122554836947e-05	0.0	-4.711603644424856e-05	405.98272493312953	-88.97669664469075	239.2192601783954	20.989285175918926	-265.16646326784837	397.8388370250583	461.0223148656547
13.25	299.21185491501785	4.143242785674901e-05	0.0	-4.7145496329800186e-05	405.6074693252918	-88.90769264989433	239.59035147566627	21.542440522816307	-265.8557039542803	397.2043080620072	460.84464439108683
13.5	299.1891428442211	4.007581366900597e-05	0.0	-4.692732904971878e-05	405.2256986986333	-89.03928980886126	239.94496729082385	22.277536236770118	-266.53202752366235	396.52889072793363	460.74231419860257
13.75	299.1491991289753	3.880060083984802e-05	0.0	-4.67415126619562e-05	404.8369753551063	-89.14806022130084	240.30107750016538	22.97136509627069	-267.1736119481227	395.72525050199687	460.54680813158905
14.0	299.08045300490875	3.7775591776772215e-05	0.0	-4.665081356750305e-05	404.4416275932832	-89.17581450967464	240.664797306114	23.567893717041468	-267.7681539270149	394.77083528851364	460.16309446388334
14.25	299.0015670101441	3.680871233780282e-05	0.0	-4.6465036354627035e-05	404.03979564097455	-89.256420219305	241.03245773744007	24.215620824122592	-268.3370006826614	393.77939927971585	459.72295554609315
14.5	298.9486347063222	3.5793248532906164e-05	0.0	-4.624003590535081e-05	403.63031680646566	-89.3588386179721	241.3811668624295	24.880108894894907	-268.8911316845621	392.87266796317004	459.40011689121553
14.75	298.92040181625003	3.46100013450833e-05	0.0	-4.591860986935525e-05	403.2155166562889	-89.47529302515315	241.7083315650803	25.561633208557538	-269.46091190003244	392.146013927304	459.3739361306287
15.0	298.8497995413623	3.390084185876935e-05	0.0	-4.588842092804094e-05	402.7912964483591	-89.58080227790502	242.02710881353607	26.25686032505511	-269.9353707726746	391.42198005383534	458.92582949898514
15.25	298.8096915298009	3.342785761059833e-05	7.661087886693018e-13	-4.581808644026244e-05	402.3614494763715	-89.60768420781307	242.39830335263355	26.980880410551666	-270.4517860101978	390.8824938807963	458.81007897628297
15.5	298.8200460446202	3.28119367932937e-05	4.770240782049396e-13	-4.5627620744089216e-05	401.9230843055266	-89.75413556789474	242.77843796049913	27.864895381293334	-270.97209736550917	390.4365815707631	458.8660579234179
15.75	298.8360729750907	3.202204214081582e-05	0.0	-4.541963163371421e-05	401.4797341151021	-89.7434205107329	243.02687665190012	28.454927177895872	-271.46483902496254	389.98398145078465	458.943831174719
16.0	298.80996887692044	3.124555602606142e-05	0.0	-4.521600027594828e-05	401.02857948649296	-89.72046605961688	243.1156486841867	28.845739789850963	-271.8914182341475	389.42688882722973	458.831113825728
16.25	298.7486732487958	3.0436454268448163e-05	0.0	-4.497034443295318e-05	400.57128062891763	-89.86036797283856	243.08794824872632	29.257524339471633	-272.261130226923	388.7601366512028	458.543541324032
16.5	298.6828743439663	2.9529371899071747e-05	0.0	-4.4651471224815987e-05	400.1077352640907	-90.1042736213805	243.0022132501395	29.71584901379861	-272.5926898041585	388.02027362583306	458.1905239977942
16.75	298.60218599346956	2.892168249518785e-05	2.89313416722641e-14	-4.444409614454166e-05	399.63594606495104	-90.40044389256975	242.89483770996392	30.217026038608008	-272.86831097126117	387.1625636142669	457.6835672483673
17.0	298.5226003838026	2.871523317290648e-05	8.673684845222263e-14	-4.434770140290071e-05	399.1587972780452	-90.77469576002098	242.78911778155816	30.808394937739504	-273.1253892440811	386.2946244966614	457.21882363382036
17.25	298.47121928797486	2.831670091342929e-05	1.315438165988543e-12	-4.4138186952746364e-05	398.67299150145215	-91.0300863685147	242.7220942885025	31.34207296078653	-273.38543225606514	385.5515800492088	456.89681937211776
17.5	298.44464376756747	2.7847877015758555e-05	1.5882579882381365e-12	-4.3939647490394696e-05	398.18176682200055	-91.080542276203	242.7119666367383	31.74942752657122	-273.6470549788797	384.96634089260033	456.65208876285607
17.75	298.41994523077625	2.7010783985837337e-05	5.409419441779291e-13	-4.3420959369858133e-05	397.68334571468944	-91.23170613687203	242.7098547410173	32.26806888739297	-273.88903681228015	384.4166009725326	456.4621680312019
18.0	298.36494382831125	2.6322238648667125e-05	2.0240503857670936e-13	-4.289365348232629e-05	397.17726779253957	-91.58876583856583	242.66736615126274	32.93773064731171	-274.0613854015489	383.74123351468785	456.0033348901385
18.25	298.2939564122355	2.6064754385262242e-05	2.1684212113055658e-13	-4.254970790093598e-05	396.6646615519308	-91.85071277579148	242.5288228539355	33.39767380814046	-274.19878473023	382.9798924719574	455.4925135693503
18.5	298.2187942684319	2.587054036007531e-05	9.089847237050727e-13	-4.245118379450507e-05	396.14691996409334	-91.87643962411498	242.28724706215922	33.503440224250916	-274.31109932463374	382.1842927973043	455.030350321932
18.75	298.1313472917085	2.531029088874709e-05	1.6172308290298465e-12	-4.246111786970622e-05	395.6220038322677	-91.92583416309381	241.9980250598504	33.57645599762391	-274.3731243504022	381.3556730158581	454.4708110540192
19.0	298.0342933849442	2.504904355116524e-05	4.6889880883420604e-11	-4.2357111758828274e-05	395.0904232797856	-92.00865828653501	241.69125461026937	33.65874024494382	-274.42756159338114	380.53475990345305	453.90787236711554
19.25	297.92420369030845	2.4709711948821373e-05	2.44575908879935e-10	-4.214448541309096e-05	394.550691691095	-92.06963651292101	241.38834652907272	33.72193164690011	-274.4669315383448	379.7041048483761	453.2806103044759
19.5	297.82497833202285	2.4519863702880297e-05	3.509276472089414e-10	-4.202980833784427e-05	394.00629810069773	-91.94524942350185	241.2020733507144	33.71009694789216	-274.5536232260496	378.902545713319	452.7936938537092
19.75	297.7551982673571	2.4232316405410056e-05	4.2970826142595966e-10	-4.1992089278810616e-05	393.4526435955597	-91.60319791418416	240.99613176221496	33.4754070699001	-274.6708240075846	378.1637801402245	452.4408141654695
20.0	297.705946891132	2.3818791434660386e-05	3.7706808733363245e-10	-4.1956741930507485e-05	392.89508760394676	-91.4919148198177	240.75586730167294	33.46528488916417	-274.7738475722761	377.52368115120623	452.13244707991737
20.25	297.6624798993184	2.342199712756304e-05	3.1053528253493837e-10	-4.184964441671383e-05	392.32809389915485	-91.39187289486476	240.38652994213285	33.3814444895268	-274.8580341321957	377.0099478662854	451.90147541862325
20.5	297.6126362935572	2.3265801033316824e-05	2.7033801352127364e-10	-4.161689477799332e-05	391.7569286744878	-91.416145064969	239.93927343030987	33.367659917201884	-274.9052113084729	376.56107805012783	451.690592999058
20.75	297.5562606447951	2.3049437074583475e-05	2.9421634678920624e-10	-4.129929659553751e-05	391.1782544335055	-91.51169989577792	239.4763210786281	33.40858403645982	-274.93416306276896	376.08166922694915	451.48292963657434
21.0	297.49710246060187	2.2792273380839384e-05	3.202496527871361e-10	-4.110591954530931e-05	390.5926852363901	-91.40344166646986	239.0158219560178	33.233714902704854	-274.96535438915424	375.52784463605076	451.2928177233437
21.25	297.42279993181495	2.28269291141761e-05	3.297377965839926e-10	-4.0993598517858876e-05	390.0016863391907	-91.32418339739694	238.51841383618086	33.05392392579434	-274.9487005655734	374.9172580288099	450.92796759508235
21.5	297.3355452444144	2.2708455285779397e-05	3.602007176693585e-10	-4.073784309646274e-05	389.40406209570637	-91.34483741721593	237.94164131611345	32.91987142907892	-274.8772384607186	374.30356261346054	450.40615112665927
21.75	297.25203218499735	2.251849128722977e-05	3.6665518730327626e-10	-4.036787966267431e-05	388.79963657638274	-91.61936188462234	237.30825206353217	33.02066095423818	-274.81822792700996	373.76117847802584	449.95305423293684
22.0	297.1599432045923	2.2237340223918907e-05	3.5773532691489386e-10	-4.001813288739815e-05	388.1877974731906	-91.95038979037011	236.63821644435433	33.13624687318649	-274.6980650272916	373.1550999332124	449.35334919010495
22.25	297.052814106387	2.2192608718999452e-05	3.771633167463286e-10	-3.98137961180274e-05	387.5690201355403	-92.18955826554529	235.97870732628218	33.12191160470456	-274.53605311784446	372.3997521140918	448.64318319147463
22.5	296.939200539386	2.215657992087145e-05	4.1036893676872744e-10	-3.971636265753422e-05	386.9440280850969	-92.10913133649066	235.30562026274762	32.744968896018435	-274.3754775051412	371.57252393372846	447.98587986370217
22.75	296.8131084006718	2.204103164323463e-05	4.477198816996978e-10	-3.9560620550789554e-05	386.314043283918	-92.07605634133868	234.67595532960016	32.45446139583165	-274.17189943236974	370.7031109118509	447.22127414815236
23.0	296.67984304725746	2.1914191884931993e-05	5.817258687213479e-10	-3.942550699331461e-05	385.6759097502466	-92.17148135342609	234.10232644254688	32.36531020471784	-273.94497238198227	369.85033817238946	446.4579822166461
23.25	296.551500804178	2.1957295798643676e-05	9.124875537131695e-10	-3.9399504714051714e-05	385.0325603179265	-92.15097360274736	233.5391364386728	32.19353232399442	-273.7138511681687	369.0623329125803	445.7830015813076
23.5	296.4444836524264	2.201723208049663e-05	1.7376459051541612e-09	-3.9236364632490206e-05	384.38248883643246	-92.26792479136283	232.98908811170017	32.195429091096635	-273.48194702241403	368.3391157570082	445.1309040623245
23.75	296.3647338614027	2.2090287996977507e-05	2.1311399627624002e-09	-3.916472392436656e-05	383.7271385446225	-92.25700314538751	232.41309081957863	32.07431938397433	-273.3035827993957	367.74916341655756	444.6441483139482
24.0	296.2933817824146	2.208424936096648e-05	2.208575352589897e-09	-3.911027968879077e-05	383.06298730992404	-92.23028672092846	231.78595714481384	31.909389854912984	-273.1347876485593	367.24386879579856	444.2540179608577
24.25	296.1998819117008	2.214535577694244e-05	3.915135516951848e-09	-3.911351061814891e-05	382.39325922672055	-92.05674148584403	231.05977468601762	31.501839092742333	-272.8847186211738	366.71967441202855	443.6519649060969
24.5	296.1007445010264	2.240446006750507e-05	4.235894452466038e-09	-3.894187926772651e-05	381.7178459806397	-92.25064037335123	230.29286290696723	31.419111118267626	-272.5636248785598	366.18183392901193	442.95922570725526
24.75	296.0110740281339	2.265142274783971e-05	4.720250526851655e-09	-3.867356515771686e-05	381.035744967266	-92.3618822085091	229.46999677010115	31.20827840560277	-272.2540476410993	365.68052819135045	442.46892629057214
